10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,13,10,10,10,10,10,10,10,10,10,10,10,10,12,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,0,10,2,10,10,10,10,10,10,10,12,13,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,14,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,10,10,10,10,10,10,14,10,10,10,10,10,10,10,10,10,10,12,13,10,10,10,10,10,10,10,2,10,10,10,12,13,10,10,10,10,10,10,10,10,10,10,4,11,6,10,10,10,10,10,12,13,10,10,10,10,10,10,10,14
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,3,5,5,11,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,12,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,10,15,10,12,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,14,10,10,10,10,10,10,10,10,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,13,10,10,10,10,10,8,10,10,10,10,7,10,10,15,12,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,10,10,10,10,10,10,10,10,10,10,10,10,1,0,0,10
10,10,10,10,10,10,10,10,10,10,10,10,10,0,4,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,10,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,10,10,10,10,10,10,10,10,10,12,13,4,11,5,5,3
10,10,10,10,10,10,10,0,10,0,10,1,4,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,4,5,5,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,0,1,10,10,10,10,10,10,10,10,10,10,10,10,15,10,10,10,10,10,10,10,10,10,10,10,10,15,10,10,7
10,10,10,10,10,10,10,4,11,11,11,6,10,10,10,10,10,10,10,10,10,10,10,0,0,2,10,0,10,10,10,10,10,10,4,3,11,11,5,6,10,10,10,10,10,10,10,0,0,0,10,10,10,10,10,10,10,10,10,10,1,10,7,10,10,10,10,10,10,4,6,10,10,10,10,10,10,10,10,10,10,10,10,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7
10,10,10,10,10,10,10,10,15,15,15,10,10,10,10,10,10,10,10,10,10,10,4,11,5,5,5,6,10,10,10,10,10,10,10,7,15,15,10,10,10,10,10,10,10,10,10,4,5,6,10,10,10,10,10,10,10,10,10,4,5,11,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7
